Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration,User_experience_grouped
Instagram,Confusing,4,4,5,4,5,5,3,4,5,4,4,5,3,5,4,4,5,Average
Youtube,Intuitive,3,4,4,5,4,3,4,3,4,4,4,4,3,4,4,3,4,Good
Youtube,Inconsistent Navigation,3,3,3,5,4,4,4,4,4,4,4,5,5,4,4,4,5,Poor
Website,Intuitive,3,4,4,5,5,4,4,4,4,5,5,4,4,5,5,4,5,Good
Website,Inconsistent Navigation,4,4,4,5,4,5,4,4,4,4,4,5,5,4,5,4,4,Poor
Facebook,Limited Menu Options,4,5,4,5,5,4,4,5,4,5,3,5,4,5,4,5,3,Poor
Facebook,User-Friendly,4,5,4,4,4,4,4,4,3,5,4,5,4,4,5,5,4,Good
Facebook,Engaging,5,5,4,5,5,4,4,5,5,4,5,4,4,5,4,4,4,Good
Website,Engaging,5,5,4,4,4,3,4,4,3,4,4,4,5,5,4,3,5,Good
Instagram,Limited Menu Options,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,Poor
Twitter,Confusing,3,4,4,3,4,3,4,4,4,5,4,5,4,5,4,4,5,Average
Instagram,Clear and concise,3,3,4,4,3,4,4,4,4,5,4,3,5,3,4,3,4,Good
Instagram,Confusing,5,4,4,4,5,4,5,4,5,3,5,4,4,5,3,3,4,Average
Instagram,User-Friendly,3,5,4,5,4,4,4,5,5,3,4,4,5,5,4,4,4,Good
Youtube,Limited Menu Options,4,4,5,4,4,5,4,5,4,4,3,5,4,4,5,4,4,Poor
Facebook,Well-structured,4,5,4,4,4,4,4,4,5,4,5,4,4,4,3,3,5,Good
Youtube,Engaging,4,4,4,4,4,4,5,5,4,3,4,4,3,4,3,3,5,Good
Facebook,Limited Menu Options,5,5,3,3,5,4,4,4,5,5,4,3,3,3,4,4,5,Poor
Youtube,Well-structured,5,4,4,3,4,4,4,4,4,5,5,3,4,5,5,4,4,Good
Facebook,Engaging,3,5,3,3,5,4,3,4,5,5,4,4,5,3,3,4,5,Good
Website,User-Friendly,4,5,4,5,4,4,4,4,3,3,3,5,5,5,3,4,4,Good
Facebook,Clear and concise,5,4,3,4,4,5,4,4,3,4,5,4,4,4,4,4,5,Good
Youtube,Clear and concise,5,4,4,4,5,5,3,4,4,4,3,3,5,4,3,4,4,Good
Twitter,Efficient,3,4,4,3,4,5,5,4,4,4,5,5,5,3,4,4,5,Good
Instagram,User-Friendly,4,5,4,5,4,5,5,4,4,4,3,5,5,5,5,5,3,Good
Twitter,Adequate,5,5,4,3,3,5,4,5,4,4,4,4,5,4,5,3,5,Average
Instagram,Engaging,5,4,5,4,4,5,4,5,4,4,5,5,4,3,5,4,4,Good
Facebook,Efficient,4,4,4,5,3,3,4,3,3,4,3,5,4,4,5,4,4,Good
Twitter,Clear and concise,3,4,3,5,5,5,4,4,4,4,4,3,3,5,4,4,5,Good
Facebook,Adequate,3,4,4,3,5,4,4,3,5,4,4,5,3,4,4,4,3,Average
Youtube,Intuitive,4,4,4,4,4,5,4,4,5,5,3,5,4,5,4,5,4,Good
Facebook,Well-structured,4,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,4,Good
Twitter,Limited Menu Options,5,4,3,5,4,5,4,4,4,4,3,5,4,4,5,5,5,Poor
Facebook,Well-structured,4,5,5,4,5,3,4,4,5,4,4,5,5,3,4,4,4,Good
Website,Clear and concise,4,4,3,3,5,5,5,4,3,4,5,3,3,4,5,3,4,Good
Facebook,Limited Menu Options,5,4,3,4,4,4,3,4,4,4,5,4,4,4,5,3,4,Poor
Instagram,Well-structured,4,5,3,4,4,3,5,5,4,4,4,5,4,4,4,5,5,Good
Twitter,Limited Menu Options,5,4,4,5,5,4,4,5,5,4,5,4,4,4,4,4,4,Poor
Instagram,Limited Menu Options,5,5,5,4,5,4,3,4,4,4,4,5,3,4,4,4,3,Poor
Facebook,User-Friendly,4,4,4,5,5,5,5,4,5,5,4,4,3,4,3,4,4,Good
Twitter,Engaging,5,4,4,5,4,3,4,3,4,4,5,4,4,4,5,4,4,Good
Youtube,Clear and concise,5,4,3,5,4,4,5,4,4,4,5,4,4,5,5,4,4,Good
Youtube,Adequate,5,4,4,4,4,5,5,4,5,4,4,4,5,4,3,4,4,Average
Twitter,Adequate,4,5,4,3,4,4,3,3,4,5,4,4,4,4,4,3,4,Average
Facebook,Adequate,3,3,5,5,4,5,5,4,5,5,4,4,5,3,3,5,4,Average
Instagram,Adequate,4,4,4,4,4,3,4,3,5,4,4,5,4,5,4,5,5,Average
Twitter,Efficient,5,5,4,4,5,5,4,5,4,5,3,4,5,3,5,3,5,Good
Facebook,Well-structured,4,4,4,4,4,5,4,3,5,4,4,4,5,5,4,4,4,Good
Instagram,Confusing,4,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,Average
Youtube,Clear and concise,4,4,3,3,5,4,4,4,4,3,5,5,3,3,5,4,3,Good
Facebook,Engaging,3,5,4,3,4,4,3,4,4,4,3,4,3,4,4,5,3,Good
Twitter,User-Friendly,3,5,4,4,4,5,3,3,5,5,3,4,4,5,5,5,5,Good
Twitter,Limited Menu Options,4,4,5,4,4,4,5,4,5,4,5,5,4,4,5,5,4,Poor
Facebook,Limited Menu Options,4,5,3,5,4,4,4,4,4,3,3,4,3,5,5,4,5,Poor
Youtube,Efficient,5,4,5,4,4,5,4,5,4,4,4,4,4,4,3,4,4,Good
Facebook,Engaging,4,4,4,5,4,4,5,3,4,4,5,4,3,4,3,3,5,Good
Facebook,User-Friendly,4,5,4,5,4,4,4,3,4,4,4,5,4,4,4,3,5,Good
Youtube,Confusing,5,4,4,3,5,4,4,3,3,3,4,3,5,4,4,3,5,Average
Facebook,Confusing,4,4,4,4,4,5,4,5,5,4,5,4,4,5,5,3,5,Average
Twitter,Inconsistent Navigation,5,4,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,Poor
Instagram,Well-structured,4,4,4,4,5,3,4,4,4,4,5,4,5,5,5,4,4,Good
Instagram,Well-structured,4,3,4,4,3,4,5,5,4,4,4,4,4,4,4,3,4,Good
Facebook,User-Friendly,3,5,4,5,5,4,5,4,3,4,4,5,3,4,4,3,5,Good
Youtube,Intuitive,3,3,3,4,4,4,4,4,5,4,3,4,5,4,5,5,5,Good
Youtube,Well-structured,4,4,3,4,5,4,4,4,4,3,3,3,4,4,5,5,4,Good
Facebook,Engaging,5,4,4,4,5,4,5,3,4,4,4,3,4,4,4,4,4,Good
Twitter,Confusing,5,4,4,4,5,4,4,4,4,4,3,4,4,3,5,5,5,Average
Website,Clear and concise,3,4,4,5,5,3,5,5,4,3,4,4,4,5,4,5,4,Good
Website,Adequate,5,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,Average
Twitter,Adequate,5,5,3,4,5,3,5,3,3,5,5,4,5,4,5,4,4,Average
Youtube,Limited Menu Options,5,4,5,4,4,5,4,5,4,3,4,5,5,3,4,5,5,Poor
Youtube,Confusing,5,3,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,Average
Facebook,Inconsistent Navigation,5,5,3,4,5,4,4,3,4,3,5,4,4,4,4,3,5,Poor
Website,Efficient,4,3,5,3,4,5,4,4,3,4,4,4,5,3,4,5,5,Good
Twitter,Adequate,3,5,4,3,5,4,5,5,5,5,4,4,5,3,5,4,5,Average
Twitter,Clear and concise,3,4,3,4,4,4,5,5,5,4,4,4,5,3,5,5,4,Good
Instagram,Well-structured,3,3,4,3,4,4,4,4,4,4,5,4,4,4,5,5,3,Good
Youtube,Intuitive,3,4,3,5,4,5,4,4,3,4,4,3,5,3,4,5,5,Good
Twitter,Confusing,4,5,3,4,4,5,4,4,4,5,4,4,3,5,4,5,5,Average
Youtube,Adequate,4,4,4,4,4,5,4,4,4,4,5,5,3,3,5,3,3,Average
Facebook,Limited Menu Options,5,3,4,4,5,5,4,4,3,4,3,3,3,4,5,3,4,Poor
Facebook,Limited Menu Options,4,3,4,4,4,5,4,5,3,3,3,4,5,5,5,5,3,Poor
Website,Inconsistent Navigation,3,5,4,5,4,5,4,4,4,3,5,4,4,4,5,4,5,Poor
Instagram,Adequate,4,5,4,5,5,4,4,4,4,4,4,5,5,4,5,4,5,Average
Website,Engaging,4,3,4,5,5,4,4,5,5,4,3,5,5,4,3,4,3,Good
Twitter,User-Friendly,5,4,4,5,4,5,4,4,4,4,4,3,3,4,5,5,4,Good
Instagram,Well-structured,4,5,4,4,4,5,4,4,3,4,3,4,5,4,5,3,4,Good
Youtube,Confusing,4,5,4,4,5,4,4,4,4,4,5,4,3,5,3,3,4,Average
Youtube,Efficient,3,3,4,3,4,5,5,4,4,5,3,3,3,3,4,4,4,Good
Website,Inconsistent Navigation,4,4,4,5,5,5,5,4,3,3,4,4,4,3,3,4,4,Poor
Instagram,User-Friendly,5,4,4,4,4,4,4,3,5,5,3,4,4,4,3,4,4,Good
Twitter,Efficient,3,5,3,5,4,4,4,4,4,4,3,4,3,3,4,5,5,Good
Website,Adequate,5,4,4,4,5,4,4,3,4,3,4,3,4,4,4,4,3,Average
Instagram,Limited Menu Options,3,4,4,5,5,4,4,5,4,4,5,4,5,4,4,4,5,Poor
Twitter,Efficient,4,5,4,4,4,5,4,4,3,4,3,4,4,4,5,5,5,Good
Facebook,Adequate,3,4,4,5,5,3,4,4,3,4,4,4,5,3,4,3,3,Average
Facebook,Inconsistent Navigation,4,4,3,3,4,4,4,5,4,4,5,4,5,5,5,4,4,Poor
Website,Limited Menu Options,4,5,5,4,4,5,5,5,4,4,4,3,4,4,3,5,4,Poor
Youtube,Confusing,4,5,3,4,5,4,4,3,5,4,5,5,4,4,5,4,4,Average
Website,Efficient,3,4,4,5,5,5,3,4,3,5,4,3,5,4,4,5,4,Good
Twitter,Engaging,5,5,4,4,4,4,4,5,5,4,4,4,4,5,5,4,5,Good
Twitter,Engaging,4,5,4,5,3,4,5,3,4,5,3,4,4,4,3,3,4,Good
Instagram,Adequate,4,4,4,4,5,5,4,5,4,4,4,4,3,5,3,5,4,Average
Instagram,Limited Menu Options,4,5,4,5,5,4,4,4,5,5,4,3,4,3,5,5,4,Poor
Instagram,Adequate,4,5,4,4,4,3,4,5,5,4,5,3,4,5,4,4,5,Average
Instagram,Adequate,5,4,4,4,4,5,5,3,4,4,4,3,4,4,4,4,3,Average
Website,Engaging,5,4,4,3,5,4,5,4,4,4,4,3,4,5,4,3,4,Good
Instagram,User-Friendly,5,5,4,4,4,5,4,3,5,4,4,4,3,3,4,3,4,Good
Youtube,User-Friendly,4,4,3,5,3,5,4,3,5,3,5,4,4,5,4,5,3,Good
Website,Confusing,5,4,4,5,5,5,4,4,3,5,5,3,3,4,3,4,5,Average
Website,Efficient,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,Good
Instagram,Intuitive,4,4,3,5,4,5,4,4,5,4,3,4,5,4,4,5,4,Good
Instagram,Limited Menu Options,4,4,4,4,3,4,5,4,4,4,5,4,3,4,4,4,3,Poor
Twitter,Intuitive,5,4,4,4,4,5,3,5,4,5,4,3,4,4,4,4,3,Good
Youtube,User-Friendly,4,4,4,5,4,4,4,3,5,4,4,5,4,5,4,4,5,Good
Website,Intuitive,4,5,4,5,4,5,4,4,4,5,4,4,4,5,3,5,4,Good
Twitter,User-Friendly,5,4,4,5,4,4,5,4,4,5,4,5,4,4,3,4,5,Good
Twitter,Clear and concise,4,4,5,3,5,4,5,4,4,3,3,4,4,4,5,4,3,Good
Youtube,Intuitive,4,3,4,5,4,4,4,4,5,5,4,5,4,4,5,4,3,Good
Facebook,Clear and concise,4,3,4,4,4,4,3,5,4,4,3,3,5,3,5,4,5,Good
Twitter,Adequate,5,5,4,5,4,4,4,3,3,4,3,4,4,3,3,3,4,Average
Youtube,Clear and concise,4,4,4,5,4,5,4,4,5,4,3,3,4,5,5,3,4,Good
Instagram,Adequate,5,4,4,4,4,4,5,4,4,5,4,4,3,5,5,4,4,Average
Facebook,Confusing,5,4,3,3,4,4,4,4,5,5,4,4,4,4,3,4,4,Average
Twitter,Inconsistent Navigation,4,4,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4,Poor
Youtube,Intuitive,4,4,5,5,3,4,5,4,4,3,4,5,5,4,4,4,5,Good
Facebook,Well-structured,4,4,4,3,4,4,4,5,5,4,5,5,3,4,5,4,5,Good
Youtube,Clear and concise,4,5,4,4,4,4,4,5,4,4,4,5,5,3,4,4,5,Good
Twitter,Inconsistent Navigation,4,4,3,3,4,5,4,4,4,4,4,3,4,5,4,3,5,Poor
Twitter,Well-structured,5,3,4,4,4,4,5,5,5,3,5,3,5,4,4,5,3,Good
Twitter,User-Friendly,5,3,4,4,4,3,4,4,4,5,4,3,4,4,4,5,4,Good
Instagram,Efficient,4,4,4,5,5,4,5,4,3,3,4,4,4,5,4,4,4,Good
Youtube,Limited Menu Options,4,4,4,5,4,5,4,4,4,4,3,4,4,5,4,3,4,Poor
Website,Adequate,4,4,4,4,4,4,4,4,5,3,5,4,4,4,3,3,4,Average
Website,Limited Menu Options,4,4,4,4,3,5,4,4,4,4,4,5,5,4,4,3,5,Poor
Website,User-Friendly,5,5,4,3,4,4,4,3,4,4,4,3,4,5,4,4,4,Good
Website,Efficient,5,5,3,3,4,4,4,4,5,4,3,5,3,5,4,5,4,Good
Website,Well-structured,4,5,4,4,5,5,4,5,4,4,3,5,4,5,4,4,4,Good
Facebook,Intuitive,4,4,3,5,4,5,4,4,3,5,4,4,5,4,4,4,4,Good
Youtube,User-Friendly,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,5,5,Good
Facebook,Engaging,5,4,4,4,4,4,4,3,4,4,5,5,3,5,3,4,4,Good
Website,Intuitive,4,4,3,5,4,4,5,3,3,4,4,4,3,4,4,4,3,Good
Youtube,Intuitive,4,5,4,3,5,4,4,3,4,4,5,4,4,5,4,3,3,Good
Website,Well-structured,5,5,4,4,4,4,4,4,5,5,5,3,5,4,4,3,5,Good
Youtube,User-Friendly,4,3,4,3,4,4,4,5,4,4,5,5,3,3,5,5,3,Good
Instagram,User-Friendly,4,5,4,3,5,5,5,4,4,3,5,4,5,4,4,4,4,Good
Youtube,Engaging,4,5,4,5,4,4,4,3,4,4,5,3,5,5,4,4,3,Good
Facebook,Inconsistent Navigation,3,3,4,5,4,3,4,5,4,4,5,4,4,4,4,4,5,Poor
Instagram,Engaging,4,5,4,4,4,4,4,3,3,4,3,4,4,4,5,5,4,Good
Instagram,Clear and concise,4,5,5,4,4,4,5,4,4,3,4,4,4,4,4,4,4,Good
Youtube,User-Friendly,3,3,4,4,4,5,4,4,4,4,5,4,5,4,5,4,4,Good
Instagram,Adequate,4,4,4,3,5,5,4,5,5,4,4,5,5,5,5,5,4,Average
Instagram,Efficient,4,4,4,5,4,4,4,3,5,3,4,5,4,3,4,3,5,Good
Website,Confusing,4,4,5,4,5,5,4,3,4,4,4,5,4,3,4,4,5,Average
Instagram,Limited Menu Options,5,5,4,4,5,3,4,4,4,4,5,4,4,4,4,4,3,Poor
Instagram,Limited Menu Options,5,3,3,5,4,4,4,5,4,3,5,5,4,3,3,4,4,Poor
Website,Well-structured,5,4,3,3,4,3,4,4,3,5,4,4,5,4,4,4,5,Good
Youtube,Clear and concise,3,4,4,5,5,4,5,3,3,4,5,4,5,5,4,4,3,Good
Facebook,Engaging,4,4,4,4,3,4,5,5,4,4,4,4,4,5,5,3,4,Good
Website,Confusing,4,5,3,4,4,4,4,5,5,5,3,4,5,3,4,3,4,Average
Facebook,Well-structured,3,5,5,4,4,3,4,5,4,5,5,4,4,3,4,4,4,Good
Youtube,Well-structured,5,5,4,3,4,4,4,4,4,4,5,4,5,3,4,3,5,Good
Youtube,Efficient,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,Good
Youtube,Clear and concise,4,4,5,4,5,5,3,4,4,5,5,4,4,3,5,4,3,Good
Instagram,Efficient,4,5,3,4,5,4,4,3,4,4,4,4,5,4,5,5,4,Good
Youtube,Adequate,4,4,5,5,4,5,3,5,5,4,3,3,5,4,5,3,4,Average
Instagram,Clear and concise,4,3,4,5,4,3,4,4,4,4,5,5,4,4,4,3,3,Good
Website,Well-structured,5,4,4,5,4,5,4,4,4,3,5,4,5,5,4,4,4,Good
Twitter,Efficient,4,4,4,4,3,4,4,3,4,5,5,4,3,4,4,5,3,Good
Website,Confusing,5,5,4,4,4,4,5,4,5,5,4,3,3,5,3,4,4,Average
Youtube,Confusing,3,5,4,4,5,4,3,3,4,5,4,5,4,4,5,5,5,Average
Instagram,Clear and concise,3,3,3,3,4,4,5,4,3,4,4,5,5,5,5,5,3,Good
Youtube,Limited Menu Options,3,5,4,4,4,5,4,4,4,5,3,3,5,4,3,3,4,Poor
Facebook,Well-structured,5,4,4,4,4,4,4,4,4,5,5,4,4,3,5,4,4,Good
Twitter,Well-structured,4,4,4,4,5,4,4,4,4,4,3,5,4,5,4,5,3,Good
Facebook,Efficient,3,4,4,4,4,4,5,4,4,4,5,4,5,5,5,3,4,Good
Twitter,Inconsistent Navigation,5,4,4,3,5,4,4,3,5,4,3,5,5,4,4,4,4,Poor
Facebook,Clear and concise,4,5,4,5,4,5,4,5,5,4,5,4,4,4,4,5,4,Good
Website,User-Friendly,4,3,3,5,4,5,4,4,4,4,5,4,4,4,5,5,4,Good
Facebook,Well-structured,5,3,4,4,5,4,5,5,5,4,4,4,5,4,3,4,5,Good
Youtube,Confusing,4,5,4,5,3,4,4,5,3,4,5,5,3,5,5,5,4,Average
Website,User-Friendly,5,5,4,4,4,4,5,5,5,4,4,5,4,5,4,5,5,Good
Website,User-Friendly,4,4,4,4,4,4,4,4,3,3,3,5,4,3,5,4,4,Good
Youtube,Engaging,3,5,4,5,5,4,4,3,4,4,4,3,4,4,4,4,3,Good
Twitter,Efficient,3,4,5,4,4,5,5,4,3,4,5,5,5,4,4,3,5,Good
Facebook,Intuitive,4,5,4,5,4,4,5,5,3,5,4,3,4,4,5,5,4,Good
Youtube,Well-structured,4,3,4,4,4,5,4,5,4,4,4,5,4,4,4,5,5,Good
Instagram,Confusing,3,5,4,3,4,3,4,5,4,3,3,5,4,4,5,5,4,Average
Instagram,Engaging,5,5,4,4,4,5,5,4,4,3,5,5,4,5,5,5,5,Good
Website,Adequate,4,5,4,5,5,5,4,3,4,4,3,3,4,4,4,4,4,Average
Website,Limited Menu Options,4,3,4,5,4,5,4,4,5,3,5,3,4,4,4,4,5,Poor
Instagram,Engaging,5,4,4,3,4,4,3,4,4,3,3,4,4,4,5,5,4,Good
Website,Efficient,4,4,5,4,4,4,5,3,5,5,4,5,4,5,4,4,5,Good
Facebook,Well-structured,5,5,4,4,5,3,3,5,4,4,4,4,4,4,4,3,4,Good
Facebook,Well-structured,4,4,4,4,5,4,5,4,4,4,4,5,3,4,4,4,4,Good
Youtube,Adequate,3,5,4,5,4,4,4,5,5,4,4,4,4,5,3,4,4,Average
Website,Intuitive,5,3,4,4,4,4,4,4,5,4,4,3,5,4,4,5,4,Good
Twitter,Limited Menu Options,3,4,4,5,4,4,4,3,5,4,4,5,5,5,5,4,4,Poor
Instagram,Engaging,3,4,4,4,4,4,5,4,3,4,4,4,4,5,5,5,4,Good
Youtube,Efficient,3,4,5,4,5,4,5,3,3,4,4,3,4,4,5,4,3,Good
Twitter,Confusing,4,4,5,5,5,4,4,5,5,4,3,4,4,4,4,3,4,Average
Youtube,Clear and concise,5,5,4,4,4,5,4,3,4,3,4,4,5,3,3,4,4,Good
Instagram,Limited Menu Options,5,5,4,5,4,4,4,5,3,4,4,5,5,5,4,4,4,Poor
Website,Engaging,4,5,4,4,4,4,4,3,4,5,4,3,4,4,4,4,5,Good
Instagram,User-Friendly,4,4,4,5,4,5,3,5,5,5,4,4,5,5,4,4,3,Good
Website,Intuitive,4,3,4,3,5,4,5,5,5,5,5,4,3,5,4,4,4,Good
Instagram,Engaging,3,5,4,4,4,3,4,5,3,4,5,4,4,4,5,4,5,Good
Twitter,Well-structured,5,4,4,3,5,4,4,4,5,4,4,5,5,5,4,4,4,Good
Instagram,Engaging,5,4,3,3,4,4,4,5,5,5,4,5,3,3,4,3,5,Good
Youtube,Clear and concise,4,4,5,4,4,5,4,4,4,4,3,5,4,5,4,4,4,Good
Instagram,Inconsistent Navigation,4,5,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,Poor
Instagram,Efficient,5,5,4,5,4,4,3,4,4,4,4,5,3,4,4,4,4,Good
Facebook,User-Friendly,3,3,5,3,5,3,5,5,4,4,5,5,5,4,4,4,5,Good
Instagram,Inconsistent Navigation,3,5,4,4,5,4,5,5,3,5,4,5,3,4,5,4,4,Poor
Website,Confusing,4,5,5,5,4,4,4,5,4,4,3,5,5,3,5,5,4,Average
Facebook,Well-structured,3,5,3,3,5,5,5,3,4,3,5,5,3,4,3,4,5,Good
Website,Well-structured,4,4,4,3,4,4,5,4,5,3,5,4,4,4,5,5,4,Good
Youtube,Clear and concise,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,Good
Twitter,Efficient,4,4,4,4,4,4,5,3,4,4,4,5,4,4,3,4,5,Good
Facebook,Confusing,4,4,4,4,4,5,4,5,5,4,4,4,4,5,4,3,4,Average
Youtube,Intuitive,4,5,4,4,4,4,3,4,3,5,5,4,4,3,4,3,4,Good
Website,Adequate,3,4,4,4,4,5,4,3,5,4,4,5,5,4,5,4,5,Average
Instagram,Confusing,4,5,4,5,4,4,3,3,4,5,4,4,5,4,4,4,4,Average
Website,Inconsistent Navigation,4,3,4,4,4,4,4,4,4,4,5,3,5,3,4,4,4,Poor
Instagram,Clear and concise,3,4,4,4,5,4,4,4,5,3,4,5,3,4,4,5,3,Good
Instagram,Intuitive,5,4,4,5,5,5,5,4,5,5,5,3,3,5,4,4,3,Good
Instagram,Inconsistent Navigation,3,3,4,3,4,4,4,4,4,5,3,5,5,4,5,4,3,Poor
Twitter,User-Friendly,5,5,4,5,4,4,4,4,3,4,3,5,5,4,3,4,5,Good
Twitter,Engaging,5,4,4,3,5,5,5,4,5,4,3,5,3,4,4,5,4,Good
Facebook,Efficient,4,4,4,4,5,4,3,4,5,4,4,5,4,4,5,5,4,Good
Website,Limited Menu Options,5,5,4,4,5,4,4,4,4,4,5,5,4,3,3,3,4,Poor
Twitter,Limited Menu Options,3,5,4,4,4,4,4,4,3,5,4,5,4,5,3,4,5,Poor
Website,Well-structured,3,5,5,4,5,3,4,4,5,4,5,3,3,3,5,4,4,Good
Youtube,Clear and concise,3,4,4,5,4,5,4,4,4,5,4,3,4,5,4,5,5,Good
Website,Confusing,5,5,4,4,3,4,4,4,3,4,5,4,5,4,4,4,5,Average
Instagram,Limited Menu Options,5,5,5,4,4,4,5,5,4,4,4,4,4,4,5,5,5,Poor
Twitter,Intuitive,3,4,4,5,5,3,5,4,4,4,4,4,4,5,4,5,4,Good
Twitter,Well-structured,4,4,5,3,5,4,4,4,4,4,4,5,4,3,5,4,4,Good
Twitter,Well-structured,3,4,4,4,4,4,4,5,3,4,4,3,4,5,3,4,4,Good
Instagram,Well-structured,4,3,4,4,4,3,5,4,4,4,4,4,4,3,4,4,4,Good
Twitter,Inconsistent Navigation,5,3,4,4,4,3,4,5,5,3,4,5,5,4,5,5,4,Poor
Youtube,Intuitive,3,4,3,4,3,4,5,4,3,4,4,4,4,4,3,5,4,Good
Youtube,Inconsistent Navigation,4,4,4,3,5,4,4,4,4,3,4,4,5,3,5,4,3,Poor
Twitter,Well-structured,5,5,4,5,4,4,4,4,5,5,4,3,4,3,3,5,5,Good
Facebook,Adequate,3,4,4,4,4,4,4,4,4,4,3,3,4,5,5,5,4,Average
Twitter,User-Friendly,3,3,3,4,3,4,4,4,5,3,4,4,3,4,4,4,3,Good
Twitter,Confusing,5,4,3,4,4,4,4,5,4,4,4,3,3,4,5,4,4,Average
Twitter,Efficient,3,4,3,5,4,4,4,4,4,3,4,5,5,4,3,5,5,Good
Website,Adequate,4,3,3,4,4,4,4,4,3,4,3,4,5,3,4,4,5,Average
Facebook,Adequate,5,5,3,3,4,4,4,4,4,5,3,3,5,3,3,3,3,Average
Website,Well-structured,4,3,4,5,4,4,4,5,5,4,4,5,5,5,3,4,4,Good
Website,Efficient,4,4,4,4,3,5,4,5,4,4,4,4,4,5,4,4,4,Good
Youtube,Confusing,5,5,4,3,4,3,5,5,4,5,4,5,3,4,4,4,4,Average
Instagram,Well-structured,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,3,4,Good
Website,Efficient,5,4,4,4,3,5,3,4,5,4,4,4,4,4,4,3,4,Good
Instagram,Confusing,5,3,4,3,5,4,3,4,3,3,5,3,4,5,4,4,4,Average
Twitter,Adequate,4,4,5,5,5,4,4,4,3,4,3,3,5,5,4,4,4,Average
Instagram,Inconsistent Navigation,3,5,4,4,4,5,5,5,4,3,5,4,4,4,5,5,4,Poor
Facebook,User-Friendly,5,4,3,4,4,4,4,5,5,5,4,4,5,5,3,5,3,Good
Facebook,Inconsistent Navigation,4,4,4,5,4,3,5,4,3,5,3,5,3,4,4,5,4,Poor
Youtube,User-Friendly,3,4,5,4,3,4,4,4,3,4,4,4,5,5,5,4,4,Good
Facebook,Adequate,4,4,4,4,5,5,4,3,4,5,4,5,5,4,3,5,4,Average
Facebook,Confusing,3,4,4,4,4,4,4,4,4,4,5,5,4,4,5,3,3,Average
Youtube,Clear and concise,4,4,4,3,5,4,5,5,3,4,3,5,5,4,5,4,3,Good
Instagram,Inconsistent Navigation,3,3,3,5,3,5,3,4,4,4,5,5,4,4,3,4,5,Poor
Instagram,Clear and concise,4,4,4,4,4,5,3,4,4,5,5,4,4,5,4,4,3,Good
Youtube,User-Friendly,4,4,4,5,5,4,4,5,5,5,4,5,4,5,4,4,5,Good
Youtube,User-Friendly,3,4,4,3,3,3,4,4,5,5,4,4,3,4,5,5,5,Good
Youtube,Efficient,4,5,4,4,5,4,4,3,5,3,5,5,4,4,4,5,3,Good
Youtube,Inconsistent Navigation,4,5,5,4,5,3,4,5,3,4,3,3,5,4,4,5,5,Poor
Instagram,Engaging,5,4,3,4,4,5,4,4,3,5,4,3,4,5,5,5,5,Good
Twitter,Confusing,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,4,5,Average
Facebook,Confusing,5,4,4,5,4,4,3,3,5,5,4,4,5,5,3,3,5,Average
Website,User-Friendly,4,4,5,4,5,3,5,4,5,3,5,4,3,5,5,3,4,Good
Facebook,Well-structured,4,4,4,4,4,4,4,5,3,4,4,4,4,5,3,5,5,Good
Youtube,Clear and concise,5,5,4,5,5,5,4,5,5,4,3,4,4,5,4,3,3,Good
Twitter,Limited Menu Options,4,5,4,4,4,4,4,4,3,4,4,4,5,5,3,5,5,Poor
Instagram,Adequate,4,3,5,4,5,5,5,3,5,5,5,3,4,4,3,5,4,Average
Website,User-Friendly,3,5,5,5,4,4,4,4,5,5,5,4,3,4,5,5,4,Good
Twitter,Confusing,4,5,4,3,4,5,4,3,4,5,5,5,4,3,3,3,4,Average
Facebook,Confusing,4,3,4,4,4,4,4,4,4,5,4,4,4,5,3,4,4,Average
Website,Inconsistent Navigation,4,5,4,4,4,4,4,5,5,3,4,5,5,4,3,4,4,Poor
Youtube,Clear and concise,4,3,4,4,5,4,4,5,4,5,4,4,4,3,5,5,5,Good
Twitter,Inconsistent Navigation,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,4,Poor
Twitter,Intuitive,3,4,4,4,4,4,4,3,5,4,4,3,4,5,5,5,5,Good
Twitter,Limited Menu Options,5,5,3,3,4,5,4,4,4,4,3,4,4,3,3,3,4,Poor
